word,transcription,definition,level,categories,raw
individual,/ˌɪn.dɪˈvɪdʒ.u.əl/,"a single human being as distinct from a group.",A2,"Nouns;People",
industry,/ˈɪn.də.stri/,"economic activity concerned with the processing of raw materials and manufacture of goods in factories.",A2,"Work;Business;Nouns",
informal,/ɪnˈfɔː.məl/,"having a relaxed, friendly, or unofficial style, manner, or nature.",A2,"Adjectives;Communication",
injury,/ˈɪn.dʒər.i/,"an instance of being injured.",A2,"Health;Nouns",
insect,/ˈɪn.sekt/,"a small arthropod animal that has six legs and generally one or two pairs of wings.",A2,"Animals;Nouns",
inside,/ˌɪnˈsaɪd/,"the inner side or surface of a thing.",A2,"Prepositions;Adverbs;Nouns",
instead,/ɪnˈsted/,"as an alternative to.",A2,"Adverbs;Grammar",
instruction,/ɪnˈstrʌk.ʃən/,"a direction or order.",A2,"Communication;Education;Nouns",
instructor,/ɪnˈstrʌk.tər/,"a person who teaches something.",A2,"Professions;Education;People",
instrument,/ˈɪn.strə.mənt/,"a tool or implement, especially one for precision work.",A2,"Objects;Music;Nouns",
intelligent,/ɪnˈtɛl.ɪ.dʒənt/,"having or showing intelligence, especially of a high level.",A2,"Adjectives;General",
international,/ˌɪn.təˈnæʃ.ən.əl/,"existing or occurring between different countries.",A2,"Adjectives;Geography;Society",
introduction,/ˌɪn.trəˈdʌk.ʃən/,"the action of introducing something.",A2,"Nouns;Communication;Writing",
invent,/ɪnˈvent/,"to create or design something that has not existed before.",A2,"Verbs;Technology",
invention,/ɪnˈven.ʃən/,"the action of inventing something, typically a process or device.",A2,"Nouns;Technology",
invitation,/ˌɪn.vɪˈteɪ.ʃən/,"a written or verbal request inviting someone to go somewhere or to do something.",A2,"Nouns;Communication",
invite,/ɪnˈvaɪt/,"to ask someone in a friendly or formal way to go somewhere or to do something.",A2,"Verbs;Communication",
involve,/ɪnˈvɒlv/,"to include someone or something in an activity.",A2,"Verbs;General",
item,/ˈaɪ.təm/,"an individual article or unit, especially one that is part of a list, collection, or set.",A2,"Objects;Nouns",
itself,/ɪtˈself/,"used as the object of a verb or preposition to refer to a thing or animal previously mentioned as the subject of the clause.",A2,"Pronouns;Grammar",
jam,/dʒæm/,"a sweet spread or conserve made from fruit and sugar boiled to a thick consistency.",A2,"Food;Nouns",
jazz,/dʒæz/,"a type of music of black American origin characterized by improvisation, syncopation, and usually a regular or forceful rhythm.",A2,"Music;Nouns",
jewellery,/ˈdʒuː.əl.ri/,"personal ornaments, such as necklaces, rings, or bracelets, that are typically made from or contain jewels and precious metal.",A2,"Objects;Clothing;Nouns",
joke,/dʒəʊk/,"a thing that someone says to cause amusement or laughter.",A2,"Communication;Nouns",
journalist,/ˈdʒɜː.nə.lɪst/,"a person who writes for newspapers, magazines, or news websites or prepares news to be broadcast.",A2,"Professions;Media;People",
jump,/dʒʌmp/,"to push oneself off a surface and into the air by using the muscles in one's legs and feet.",A2,"Verbs;Movement",
kid,/kɪd/,"a child or young person.",A2,"People;Family;Nouns",
kill,/kɪl/,"to cause the death of a person, animal, or other living thing.",A2,"Verbs;Actions",
king,/kɪŋ/,"the male ruler of an independent state, especially one who inherits the position by right of birth.",A2,"People;Society;Nouns",
knee,/niː/,"the joint between the thigh and the lower leg in humans.",A2,"Body Parts;Nouns",
knife,/naɪf/,"an instrument composed of a blade fixed into a handle, used for cutting.",A2,"Objects;Food;House",
knock,/nɒk/,"to strike a surface noisily to attract attention, especially when waiting to be let in through a door.",A2,"Verbs;Actions",
knowledge,/ˈnɒl.ɪdʒ/,"facts, information, and skills acquired through experience or education.",A2,"Nouns;Education;Data",
lab,/læb/,"a laboratory.",A2,"Places;Education;Work",
lady,/ˈleɪ.di/,"a woman.",A2,"People;Nouns",
lake,/leɪk/,"a large area of water surrounded by land.",A2,"Nature;Geography;Places",
lamp,/læmp/,"a device for giving light, either one consisting of an electric bulb together with its holder and shade, or one burning gas or oil.",A2,"Objects;House;Nouns",
land,/lænd/,"(of an aircraft or spacecraft) to come down through the air and rest on the ground or another surface.",A2,"Verbs;Transport;Movement",
laptop,/ˈlæp.tɒp/,"a computer that is portable and suitable for use while travelling.",A2,"Technology;Objects;Nouns",
last,/lɑːst/,"finally; after all others.",A2,"Adverbs;Time",
later,/ˈleɪ.tər/,"happening at a time subsequent to a reference time.",A2,"Adjectives;Time",
laughter,/ˈlɑːf.tər/,"the action or sound of laughing.",A2,"Nouns;Feelings",
law,/lɔː/,"the system of rules which a particular country or community recognizes as regulating the actions of its members.",A2,"Society;Nouns",
lawyer,/ˈlɔɪ.ər/,"a person who practises or studies law, especially a solicitor or a barrister or an attorney.",A2,"Professions;Work;People",
lazy,/ˈleɪ.zi/,"unwilling to work or use energy.",A2,"Adjectives;Feelings",
lead,/liːd/,"to be in charge or command of.",A2,"Verbs;Work;Actions",
leader,/ˈliː.dər/,"the person who leads or commands a group, organization, or country.",A2,"People;Work;Nouns",
learning,/ˈlɜː.nɪŋ/,"the acquisition of knowledge or skills through study, experience, or being taught.",A2,"Education;Nouns",
least,/liːst/,"smallest in amount, extent, or significance.",A2,"Determiners;Adverbs;Grammar",
lecture,/ˈlek.tʃər/,"an educational talk to an audience, especially one of students in a university.",A2,"Education;Events;Nouns",
lemon,/ˈlem.ən/,"a yellow, oval citrus fruit with thick skin and fragrant, acidic juice.",A2,"Food;Plants;Nouns",
lend,/lend/,"to grant to someone the use of something on the understanding that it will be returned.",A2,"Verbs;Money;Actions",
less,/les/,"a smaller amount of something.",A2,"Determiners;Adverbs;Grammar",
level,/ˈlev.əl/,"a position on a real or imaginary scale of amount, quantity, extent, or quality.",A2,"Nouns;General",
lifestyle,/ˈlaɪf.staɪl/,"the way in which a person or group lives.",A2,"Society;Nouns",
lift,/lɪft/,"to raise to a higher position or level.",A2,"Verbs;Movement",
light,/laɪt/,"to make something start burning; ignite.",A2,"Verbs;Actions",
likely,/ˈlaɪ.kli/,"such as well might happen or be the case; probable.",A2,"Adjectives;General",
link,/lɪŋk/,"a relationship between two things or situations, especially where one affects the other.",A2,"Nouns;Verbs;Communication",
listener,/ˈlɪs.ən.ər/,"a person who listens.",A2,"People;Nouns",
little,/ˈlɪt.əl/,"to a small extent.",A2,"Adverbs;Size",
look,/lʊk/,"the appearance of someone or something, especially as expressing a particular quality.",A2,"Nouns;Appearance",
lorry,/ˈlɒr.i/,"a large, heavy motor vehicle used for transporting goods, materials, or troops.",A2,"Transport;Objects;Nouns",
lost,/lɒst/,"unable to be found.",A2,"Adjectives;General",
loud,/laʊd/,"producing or capable of producing a great deal of noise.",A2,"Adjectives;General",
loudly,/ˈlaʊd.li/,"in a way that produces a lot of noise.",A2,"Adverbs;General",
lovely,/ˈlʌv.li/,"exquisitely beautiful.",A2,"Adjectives;Feelings",
low,/ləʊ/,"of less than average height from top to bottom or to the top from the ground.",A2,"Adjectives;Size",
luck,/lʌk/,"success or failure apparently brought by chance rather than through one's own actions.",A2,"Nouns;General",
lucky,/ˈlʌk.i/,"having, bringing, or resulting from good luck.",A2,"Adjectives;Feelings",
mail,/meɪl/,"letters and parcels sent by post.",A2,"Communication;Nouns",
major,/ˈmeɪ.dʒər/,"important, serious, or significant.",A2,"Adjectives;General",
male,/meɪl/,"of or denoting the sex that produces gametes, especially spermatozoa, with which a female may be fertilized.",A2,"Adjectives;People;Animals",
manage,/ˈmæn.ɪdʒ/,"to be in charge of a company, organization, or department.",A2,"Verbs;Work;Business",
manager,/ˈmæn.ɪ.dʒər/,"a person responsible for controlling or administering an organization or group of staff.",A2,"Professions;Work;People",
manner,/ˈmæn.ər/,"a way in which a thing is done or happens.",A2,"Nouns;General",
mark,/mɑːk/,"to write a word or symbol on something as a sign of ownership, identity, or origin.",A2,"Verbs;Writing",
marry,/ˈmær.i/,"to join in marriage.",A2,"Verbs;Relationships;Events",
material,/məˈtɪə.ri.əl/,"the matter from which a thing is or can be made.",A2,"Objects;Nouns",
mathematics,/ˌmæθˈmæt.ɪks/,"the abstract science of number, quantity, and space.",A2,"Math;Education;Nouns",
maths,/mæθs/,"mathematics.",A2,"Math;Education;Nouns",
matter,/ˈmæt.ər/,"a subject or situation under consideration.",A2,"Nouns;General",
may,/meɪ/,"expressing possibility.",A2,"Modals;Verbs;Grammar",
media,/ˈmiː.di.ə/,"the main means of mass communication (broadcasting, publishing, and the internet) regarded collectively.",A2,"Media;Nouns",
medical,/ˈmed.ɪ.kəl/,"relating to the science or practice of medicine.",A2,"Adjectives;Health",
medicine,/ˈmed.ɪ.sən/,"the science or practice of the diagnosis, treatment, and prevention of disease.",A2,"Health;Nouns",
memory,/ˈmem.ər.i/,"the faculty by which the mind stores and remembers information.",A2,"Nouns;General",
mention,/ˈmen.ʃən/,"to refer to something briefly and without going into detail.",A2,"Verbs;Communication",
metal,/ˈmet.əl/,"a solid material which is typically hard, shiny, malleable, fusible, and ductile, with good electrical and thermal conductivity.",A2,"Nouns;Objects",
method,/ˈmeθ.əd/,"a particular procedure for accomplishing or approaching something.",A2,"Nouns;General",
middle,/ˈmɪd.əl/,"the point or position at an equal distance from the sides, edges, or ends of something.",A2,"Nouns;Adjectives",
might,/maɪt/,"expressing possibility.",A2,"Modals;Verbs;Grammar",
mind,/maɪnd/,"the element of a person that enables them to be aware of the world and their experiences, to think, and to feel; the faculty of consciousness and thought.",A2,"Nouns;General",
mine,/maɪn/,"used to refer to a thing or things belonging to or associated with the speaker.",A2,"Pronouns;Grammar",
mirror,/ˈmɪr.ər/,"a surface, typically of glass coated with a metal amalgam, which reflects a clear image.",A2,"Objects;House;Nouns",
missing,/ˈmɪs.ɪŋ/,"(of a person) not able to be found.",A2,"Adjectives;General",
mobile,/ˈməʊ.baɪl/,"able to move or be moved freely and easily.",A2,"Adjectives;Technology",
monkey,/ˈmʌŋ.ki/,"a small to medium-sized primate that typically has a long tail, most kinds of which live in trees in tropical countries.",A2,"Animals;Nouns",
moon,/muːn/,"the natural satellite of the earth, visible (chiefly at night) by reflected light from the sun.",A2,"Nature;Nouns",
mostly,/ˈməʊst.li/,"mainly; for the most part.",A2,"Adverbs;General",
motorcycle,/ˈməʊ.təˌsaɪ.kəl/,"a two-wheeled vehicle that is powered by a motor and has no pedals.",A2,"Transport;Objects;Nouns",
movement,/ˈmuːv.mənt/,"an act of changing physical location or position.",A2,"Movement;Nouns",
musical,/ˈmjuː.zɪ.kəl/,"relating to music.",A2,"Adjectives;Music",
musician,/mjuˈzɪʃ.ən/,"a person who plays a musical instrument, especially as a profession, or is musically talented.",A2,"Professions;Music;People",
myself,/maɪˈself/,"used by a speaker to refer to himself or herself as the object of a verb or preposition when they are also the subject of the clause.",A2,"Pronouns;Grammar",
narrow,/ˈnær.əʊ/,"of small width in relation to length.",A2,"Adjectives;Size",
national,/ˈnæʃ.ən.əl/,"relating to or characteristic of a nation.",A2,"Adjectives;Society",
nature,/ˈneɪ.tʃər/,"the phenomena of the physical world collectively, including plants, animals, the landscape, and other features and products of the earth.",A2,"Nature;Nouns",
nearly,/ˈnɪə.li/,"almost.",A2,"Adverbs;Grammar",
necessary,/ˈnes.ə.ser.i/,"required to be done, achieved, or present; needed; essential.",A2,"Adjectives;General",
neck,/nek/,"the part of a person's or animal's body connecting the head to the rest of the body.",A2,"Body Parts;Nouns",
need,/niːd/,"a thing that is wanted or required.",A2,"Nouns;General",
neither,/ˈnaɪ.ðər/,"not the one nor the other of two people or things.",A2,"Determiners;Pronouns;Grammar",
nervous,/ˈnɜː.vəs/,"easily agitated or alarmed; tending to be anxious.",A2,"Adjectives;Feelings",
network,/ˈnet.wɜːk/,"a group or system of interconnected people or things.",A2,"Technology;Communication;Nouns",
noise,/nɔɪz/,"a sound, especially one that is loud or unpleasant or that causes disturbance.",A2,"Nouns;General",
noisy,/ˈnɔɪ.zi/,"making or given to making a lot of noise.",A2,"Adjectives;General",
none,/nʌn/,"not any.",A2,"Pronouns;Grammar",
normal,/ˈnɔː.məl/,"conforming to a standard; usual, typical, or expected.",A2,"Adjectives;General",
normally,/ˈnɔː.mə.li/,"usually; in a normal manner.",A2,"Adverbs;General",
notice,/ˈnəʊ.tɪs/,"to become aware of.",A2,"Verbs;Communication",
novel,/ˈnɒv.əl/,"a fictitious prose narrative of book length, typically representing character and action with some degree of realism.",A2,"Writing;Media;Nouns",
nowhere,/ˈnəʊ.weər/,"not in or to any place.",A2,"Adverbs;Places",
nut,/nʌt/,"a fruit consisting of a hard or tough shell around an edible kernel.",A2,"Food;Plants;Nouns",
ocean,/ˈəʊ.ʃən/,"a very large expanse of sea, in particular each of the main areas into which the sea is divided geographically.",A2,"Nature;Geography;Places",
offer,/ˈɒf.ər/,"to present or proffer something for someone to accept or reject as desired.",A2,"Verbs;Communication",
officer,/ˈɒf.ɪ.sər/,"a person holding a position of authority, especially one with a commission, in the armed services, the mercantile marine, or on a passenger ship.",A2,"Professions;Work;People",
oil,/ɔɪl/,"a viscous liquid derived from petroleum, especially for use as a fuel or lubricant.",A2,"Objects;Nouns",
onto,/ˈɒn.tuː/,"moving to a position on the surface of.",A2,"Prepositions;Movement",
opportunity,/ˌɒp.əˈtjuː.nə.ti/,"a time or set of circumstances that makes it possible to do something.",A2,"Nouns;General",
option,/ˈɒp.ʃən/,"a thing that is or may be chosen.",A2,"Nouns;General",
